,Series3_A549_Mock_1,Series3_A549_Mock_2,Series3_A549_RSV_1,Series3_A549_RSV_2,Series8_A549_Mock_1,Series8_A549_Mock_2,Series8_A549_Mock_3,Series8_A549_RSV_1,Series8_A549_RSV_2,Series8_A549_RSV_3,Series8_A549_HPIV3_3,Series8_A549_HPIV3_2,Series8_A549_HPIV3_1
DCAF17,219,246,44,12,11,104,283,269,117,269,430,326,552
CYBRD1,857,1015,226,137,53,462,943,1140,511,1054,1557,1253,1910
DYNC1I2,1864,1742,460,343,258,702,1224,2046,902,1754,2012,1706,2438
SLC25A12,575,459,171,98,30,169,314,422,176,322,448,404,559
HAT1,291,606,135,57,116,426,777,878,357,762,1345,1079,1788
METAP1D,157,113,34,29,11,38,45,63,18,64,76,50,90
DLX1,33,26,21,6,3,17,25,34,13,37,63,64,68
DLX2,3,4,0,1,1,5,4,11,3,9,3,5,3
ITGA6,772,961,245,126,72,644,1336,4094,1690,3586,3454,2569,4586
PDK1,256,271,109,50,6,44,69,252,120,221,107,54,139
RAPGEF4-AS1,0,0,1,0,0,0,0,0,0,0,1,0,0
RAPGEF4,18,24,10,4,0,10,17,14,5,8,8,13,9
CDCA7,695,687,116,99,25,358,577,315,155,304,926,762,959
SP3,801,905,216,112,9,533,1144,1244,562,1104,1695,1314,2218
OLA1,2987,2641,908,521,279,784,1337,1903,868,1856,2586,1886,3468
SP9,109,91,56,13,2,46,58,32,24,30,28,31,23
CIR1,1133,962,291,183,139,131,195,364,224,352,508,393,667
SCRN3,187,241,85,38,7,114,203,223,106,228,339,273,500
GPR155,58,84,18,13,3,7,18,22,12,21,23,15,38
WIPF1,392,372,91,58,43,210,402,358,176,336,423,293,567
CHRNA1,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN1,200,198,58,24,31,119,178,272,101,245,388,252,533
ATF2,476,431,137,61,16,232,474,672,317,605,951,619,1212
MIR933,0,0,1,0,0,0,0,0,0,2,0,0,0
EVX2,0,0,1,0,0,0,0,0,0,0,0,0,0
HOXD13,5,0,2,2,2,1,1,5,0,5,6,5,3
HOXD12,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXD11,1,5,9,6,12,10,16,47,24,39,39,27,47
HOXD10,12,10,6,3,6,15,32,50,22,37,25,23,51
HOXD9,23,17,9,5,2,4,12,23,6,15,12,10,8
HOXD8,116,107,39,27,4,31,54,37,12,32,67,52,55
HOXD-AS2,39,27,19,8,19,6,15,9,6,8,14,7,10
MIR10B,0,3,1,0,0,0,0,0,0,0,0,0,0
HOXD4,35,20,17,4,6,9,12,8,6,9,17,8,23
HOXD3,15,9,5,2,1,3,2,3,1,3,5,2,6
HOXD1,9,4,1,4,1,2,3,9,6,5,8,7,2
MTX2,1213,1272,458,198,42,285,438,533,299,546,610,655,659
MIR1246,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPA3,6689,5838,1820,1108,755,2357,4580,5138,2456,5313,6034,5899,7407
MIR4444-1,0,1,0,0,1,0,0,0,0,1,0,0,0
NFE2L2,1059,1510,469,236,15,568,1036,1993,801,1700,1916,1425,2373
MIR3128,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100130691,78,65,18,10,2,11,16,32,9,28,40,38,37
AGPS,728,878,196,125,65,554,1087,1271,562,1213,1646,1307,1994
TTC30B,54,95,12,9,5,66,99,63,23,62,119,69,81
TTC30A,132,141,31,26,17,64,160,130,57,113,198,136,199
PDE11A,49,70,10,6,6,31,53,49,22,43,48,36,61
RBM45,165,204,56,32,15,59,94,136,74,119,183,176,219
OSBPL6,37,41,16,12,10,17,43,108,42,96,58,64,115
MIR548N,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKRA,556,718,226,114,52,207,399,431,240,430,530,495,743
FKBP7,253,237,69,33,22,67,132,91,47,83,243,154,298
PLEKHA3,156,173,58,25,9,121,202,302,152,336,382,283,448
TTN-AS1,9,12,6,4,5,38,49,119,39,96,67,58,80
TTN,234,210,74,36,0,0,0,0,0,0,1,1,0
CCDC141,0,0,0,0,0,0,0,0,0,0,0,0,0
SESTD1,562,617,189,88,16,147,336,571,241,507,462,297,588
ZNF385B,0,1,1,0,0,0,0,1,1,0,1,0,1
MIR1258,0,0,0,0,0,0,0,0,0,0,0,0,0
CWC22,528,472,237,77,18,142,269,488,218,486,660,503,775
UBE2E3,614,614,201,97,46,200,379,445,200,425,476,409,545
MIR4437,0,0,0,0,0,0,0,0,0,0,0,0,0
ITGA4,6,4,2,0,0,6,20,42,24,38,41,31,43
CERKL,5,11,9,2,2,5,9,2,3,5,19,13,19
NEUROD1,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R1C,23,22,20,15,2,3,6,26,12,17,13,6,25
PDE1A,24,19,1,3,1,4,8,3,4,7,3,1,6
DNAJC10,1960,2211,717,320,109,796,1540,3280,1372,2939,4073,3011,4993
FRZB,1,1,0,0,0,0,0,1,0,1,1,0,0
NCKAP1,1095,1321,339,146,109,1276,2525,3664,1503,3109,3858,2897,4811
DUSP19,44,54,8,2,5,23,51,27,5,24,33,26,61
NUP35,409,465,119,58,41,178,290,338,140,290,582,446,830
ZNF804A,0,0,0,0,0,0,0,1,2,0,0,0,0
FSIP2,0,4,1,0,0,0,0,0,0,0,0,0,0
ZC3H15,1328,1596,371,206,68,620,1037,1685,868,1754,1965,1770,2520
ITGAV,1317,1429,566,314,50,1092,2402,6529,2864,5899,3496,2814,4140
FAM171B,36,35,8,11,0,41,82,82,33,64,129,89,142
ZSWIM2,0,0,0,0,0,0,0,0,0,0,0,0,0
CALCRL,15,4,2,1,0,0,3,3,4,2,1,4,3
TFPI,3379,3710,1425,683,73,300,869,1854,805,1610,1389,905,1849
GULP1,368,343,109,44,6,212,418,393,171,407,490,354,634
MIR561,1,1,1,0,0,0,0,0,0,0,0,0,0
DIRC1,0,0,0,0,0,0,0,0,0,0,0,0,0
COL3A1,0,0,1,0,0,1,0,3,2,1,0,2,0
MIR1245A,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1245B,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3606,0,0,0,0,0,0,0,0,0,0,0,0,0
COL5A2,1454,1735,570,360,107,1317,2604,4390,2482,4092,2796,2256,3042
MIR3129,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR75,967,1255,433,163,119,408,611,993,402,895,1660,1120,2214
SLC40A1,777,1001,130,54,21,245,464,121,57,98,210,155,263
ASNSD1,486,613,131,98,77,241,478,569,285,634,838,666,1023
ANKAR,39,42,5,1,1,8,21,26,13,28,30,23,37
OSGEPL1,223,219,84,31,11,55,95,63,25,50,104,98,129
ORMDL1,1062,982,363,186,60,197,345,571,288,548,628,531,857
PMS1,304,397,101,44,25,122,212,189,92,197,455,352,509
MSTN,2,8,0,5,0,0,1,3,2,4,4,0,3
C2orf88,9,14,5,0,1,4,7,3,1,1,7,4,12
HIBCH,315,371,70,57,51,148,236,620,276,613,438,360,473
INPP1,369,310,122,59,49,82,165,409,186,415,281,292,327
MFSD6,690,721,199,112,47,291,662,647,287,574,878,605,1110
NAB1,654,654,157,100,26,224,464,794,403,809,732,610,917
GLS,832,773,266,147,61,802,1546,2486,1121,2518,2191,1811,2735
STAT1,1744,2035,3898,2220,138,1185,2169,10982,5494,9166,19489,13470,24767
STAT4,322,299,115,56,25,38,76,63,28,47,97,74,120
MYO1B,2633,2469,985,536,187,1829,3012,5673,2288,4843,4692,3576,5648
NABP1,241,281,131,56,13,86,109,473,232,509,281,249,334
TMEFF2,40,29,9,1,3,4,1,4,1,12,12,6,6
PCGEM1,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC39A10,437,620,96,41,22,382,846,1200,508,1067,1122,756,1437
DNAH7,36,30,8,6,3,4,11,10,4,4,16,17,21
STK17B,116,93,31,14,16,73,129,134,60,129,187,166,251
HECW2,50,52,17,9,8,49,67,77,51,73,98,94,105
CCDC150,285,207,40,37,16,49,67,56,33,60,127,101,172
LOC100130452,0,1,0,0,0,0,0,0,0,0,1,0,0
GTF3C3,658,793,266,105,36,301,552,1580,698,1356,974,761,1249
C2orf66,4,3,4,0,1,0,0,1,2,1,1,4,0
PGAP1,119,144,24,17,9,68,149,154,69,114,206,176,253
ANKRD44,15,13,12,4,6,33,44,92,42,83,80,70,94
SF3B1,3522,4428,1489,592,187,1830,3492,5088,2187,4379,5850,4347,7411
COQ10B,589,566,219,113,22,102,203,535,294,534,335,357,420
HSPD1,10526,12089,2009,1258,1104,5007,8462,22587,8775,19263,16734,12979,20189
HSPE1-MOB4,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPE1,473,524,103,45,232,161,241,494,249,402,454,369,481
MOB4,0,0,0,0,0,2,1,1,2,1,3,1,0
RFTN2,16,10,7,2,0,0,1,1,0,0,4,5,3
MARS2,117,133,13,10,7,79,103,120,60,99,112,175,98
BOLL,1,1,2,0,0,0,0,3,0,0,0,0,0
PLCL1,0,1,2,0,0,0,0,2,0,0,0,0,1
SATB2,174,209,126,41,3,44,80,139,51,121,120,107,184
SATB2-AS1,3,0,0,0,0,0,1,0,0,1,0,0,0
C2orf69,159,108,27,18,4,88,180,168,86,207,241,233,287
TYW5,218,241,85,36,31,96,152,186,100,203,303,296,347
SPATS2L,1366,1143,525,339,232,770,1222,3261,1661,2791,3896,2805,4470
KCTD18,402,381,121,52,2,101,249,174,87,161,257,218,365
AOX1,41,35,16,12,1,14,28,164,63,140,101,89,111
BZW1,1947,2131,620,323,228,1151,2183,5743,2222,4693,4441,3424,5311
CLK1,548,632,189,82,33,264,514,1043,503,981,1079,735,1400
PPIL3,260,387,124,46,29,78,144,196,94,201,336,202,414
NIF3L1,583,664,219,99,83,271,451,456,207,407,773,629,849
ORC2,639,663,242,113,35,255,483,548,216,468,785,602,1017
FAM126B,78,89,22,13,7,38,86,184,72,202,136,134,188
NDUFB3,1818,1200,487,386,298,316,573,760,373,717,865,640,1090
CFLAR,1628,1514,786,517,242,474,835,2421,1130,2128,2080,1798,2506
CFLAR-AS1,6,0,2,2,0,4,1,6,1,5,6,3,11
CASP10,178,201,132,69,28,72,97,427,194,298,210,154,241
CASP8,1287,1171,537,284,52,352,598,1088,519,980,1116,930,1354
ALS2CR12,4,3,3,0,0,2,0,3,1,6,2,1,1
TRAK2,560,514,153,88,46,262,525,708,319,682,792,610,942
STRADB,591,749,224,101,66,172,315,370,150,321,508,383,625
TMEM237,378,398,109,54,15,196,313,192,68,163,377,293,487
MPP4,3,0,1,1,0,0,0,3,0,0,1,1,1
ALS2,497,513,192,92,34,286,493,864,471,727,822,590,996
CDK15,0,0,0,0,0,0,0,0,0,0,0,0,0
FZD7,461,477,152,81,14,117,221,205,110,172,290,235,299
SUMO1,2127,2512,877,466,547,804,1593,2423,1210,2288,2996,2029,4335
NOP58,2624,2555,1138,472,363,576,1008,1787,831,1704,1780,1973,2344
SNORD70,0,1,0,0,0,0,0,0,1,0,0,1,0
SNORD11B,0,0,0,0,0,0,1,0,1,0,0,0,3
SNORD11,2,2,0,0,0,0,0,4,3,8,3,3,2
BMPR2,418,480,144,92,26,330,663,1054,444,910,1229,913,1616
FAM117B,76,109,30,34,15,57,111,146,60,125,164,132,244
ICA1L,113,107,31,9,4,18,40,33,12,19,59,43,66
WDR12,587,542,161,89,60,279,433,481,252,509,959,631,1141
NBEAL1,75,55,22,11,12,76,169,255,121,231,262,164,339
CYP20A1,614,591,140,95,43,82,194,249,96,237,244,215,300
ABI2,1055,1199,386,203,102,382,641,933,467,795,964,777,1198
RAPH1,642,684,146,42,29,164,397,429,180,376,476,336,670
CD28,0,0,0,0,0,0,0,0,0,0,0,0,0
CTLA4,0,0,0,0,0,0,0,0,0,0,0,0,0
ICOS,0,0,0,0,0,0,0,1,0,0,0,0,0
PARD3B,172,168,38,15,12,37,84,86,38,67,103,76,155
NRP2,1890,1517,1259,749,375,1807,3134,10793,5383,9754,6562,4905,7684
INO80D,340,389,123,70,7,70,130,225,96,198,240,227,338
GCSHP3,32,56,15,3,0,18,34,26,21,30,43,38,49
NDUFS1,1014,993,325,262,50,648,1062,1531,688,1266,1722,1384,2031
EEF1B2,10832,9519,3321,2355,4110,2671,4244,5996,2978,5197,7259,6098,8559
SNORD51,0,13,1,0,0,2,2,0,0,1,0,1,1
SNORA41,20,22,3,4,6,1,4,5,7,5,12,8,6
GPR1,1,0,1,0,0,0,0,1,0,5,2,2,2
ZDBF2,155,168,44,27,1,73,146,299,100,230,457,295,539
ADAM23,412,353,178,114,24,82,147,210,101,178,220,180,274
DYTN,0,0,0,0,0,0,0,0,0,1,0,0,0
MDH1B,83,79,13,13,10,16,18,9,11,13,38,18,45
FASTKD2,449,630,154,82,100,296,554,775,280,674,1135,927,1330
MIR3130-2,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3130-1,0,0,0,0,0,0,0,0,0,0,0,0,0
CPO,18,2,1,3,0,0,1,0,1,2,0,0,3
KLF7,480,491,195,104,35,326,588,1154,580,1013,1147,915,1523
MIR2355,0,0,0,0,0,0,0,0,0,0,1,0,0
CREB1,442,510,162,114,26,228,424,648,321,643,842,665,1014
METTL21A,326,270,86,55,48,111,150,265,153,298,211,226,270
CCNYL1,411,437,135,87,23,200,328,776,360,744,690,555,834
MIR4775,0,0,0,0,0,0,0,0,0,0,0,0,0
FZD5,528,555,138,93,28,176,389,326,199,308,318,270,358
PLEKHM3,106,144,32,13,2,88,141,200,111,203,166,130,159
LOC100507443,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYGD,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYGC,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYGB,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYGA,0,0,0,0,0,0,0,0,0,0,0,0,0
C2orf80,0,0,0,0,0,0,0,0,0,0,0,0,0
IDH1,4226,3993,1263,754,415,1838,3337,4161,1965,3538,4485,3455,5230
IDH1-AS1,63,42,15,12,15,4,8,6,4,5,10,8,9
PIKFYVE,328,401,117,50,10,240,407,861,369,753,735,548,943
PTH2R,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP2,82,74,48,35,3,12,21,143,72,139,167,114,235
UNC80,0,0,1,0,0,1,0,0,0,0,0,0,0
RPE,415,419,94,71,131,492,840,1073,527,961,1355,1226,1665
KANSL1L,163,156,48,25,6,14,53,97,38,82,79,39,101
ACADL,22,22,6,1,0,5,2,1,1,4,1,2,3
MYL1,0,0,0,0,0,0,0,0,0,0,0,0,0
LANCL1,914,1258,241,133,60,431,886,605,253,529,970,792,1147
CPS1,1609,1456,472,239,73,495,1129,578,271,456,1220,743,1617
CPS1-IT1,0,0,0,0,0,0,0,0,0,1,0,0,0
ERBB4,0,0,0,0,0,0,0,0,0,0,1,0,0
MIR548F2,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4776-2,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4776-1,0,0,0,0,0,0,0,0,0,0,0,0,0
IKZF2,9,16,3,2,1,1,6,1,5,1,11,6,6
LOC100130451,1,0,0,0,0,0,0,0,0,0,0,0,0
SPAG16,286,376,79,28,29,70,162,98,49,94,154,154,150
VWC2L,0,0,0,0,0,0,0,0,0,0,0,0,0
VWC2L-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0
BARD1,25,17,5,8,1,72,123,98,41,86,161,120,222
ABCA12,72,80,8,9,3,31,41,31,6,12,13,13,39
ATIC,3778,3049,1141,790,1069,1147,2010,2098,973,1860,3376,2401,3732
FN1,22345,27293,7043,4805,460,10104,24106,25223,14222,21502,25054,15445,34019
LINC00607,18,13,0,3,0,1,1,1,1,0,0,1,2
MREG,192,229,123,73,15,56,104,540,229,428,281,236,288
PECR,1405,1077,406,231,52,129,233,176,73,130,205,156,223
TMEM169,65,81,23,11,9,20,23,25,18,19,39,25,44
XRCC5,5321,4887,1725,1113,1262,3010,5145,6087,2423,5185,8467,6051,10193
MARCH4,8,11,11,10,68,139,146,997,449,991,900,806,902
SMARCAL1,613,445,198,151,150,186,311,455,193,347,540,462,539
RPL37A,22177,16243,6916,5646,10555,3766,5606,7491,5025,7026,8187,6832,9942
IGFBP2,2863,1825,733,529,948,447,629,528,299,453,542,618,447
IGFBP5,36,14,5,9,1,8,14,0,3,1,12,14,6
TNP1,0,0,0,0,0,0,0,0,0,0,0,0,0
DIRC3,8,3,0,0,2,0,0,0,0,0,1,1,0
TNS1,570,577,276,165,14,141,328,305,220,258,265,278,366
RUFY4,3,7,25,12,0,0,0,15,6,12,42,38,37
CXCR2P1,0,0,0,0,0,0,0,0,0,2,2,3,1
CXCR2,0,1,0,0,0,0,0,3,2,2,0,1,1
CXCR1,0,0,0,0,0,0,0,0,0,0,0,0,1
ARPC2,3129,2495,1073,755,1195,1853,2926,5853,3101,5263,5582,3746,6964
GPBAR1,9,5,1,2,0,0,0,5,1,1,1,2,0
AAMP,2401,1876,588,581,242,755,1211,1393,789,1189,1339,1404,1109
PNKD,3300,2190,1040,622,461,406,748,846,524,840,614,555,590
TMBIM1,2095,1638,675,472,451,720,1236,2446,1402,2195,1943,1692,2180
SLC11A1,47,46,16,8,10,7,7,2,0,0,3,3,3
CTDSP1,2431,2043,604,584,613,524,904,652,390,614,855,873,636
MIR26B,0,1,0,0,0,0,0,0,0,0,0,0,0
VIL1,273,231,14,6,2,12,28,0,0,0,1,2,7
USP37,172,189,44,13,10,121,290,261,106,256,402,295,498
PLCD4,244,148,41,37,5,13,16,10,5,15,9,5,8
ZNF142,376,321,117,77,41,186,316,394,172,356,482,409,446
BCS1L,701,517,157,144,296,184,283,217,127,214,357,349,304
RNF25,720,452,225,157,312,145,226,382,185,301,376,369,360
STK36,1015,807,265,156,13,143,236,199,107,159,238,236,258
TTLL4,586,480,223,146,69,247,336,598,324,519,637,522,586
CYP27A1,3,4,5,1,1,0,2,1,1,2,3,1,1
PRKAG3,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT6,98,92,35,11,0,1,1,5,0,3,2,0,0
WNT10A,6,2,1,0,0,0,0,0,0,0,0,0,0
CDK5R2,62,51,41,23,10,12,18,120,70,127,60,36,46
LINC00608,0,0,0,0,0,0,0,0,0,0,0,0,0
FEV,0,0,0,2,0,0,0,0,0,0,0,0,0
CRYBA2,0,1,0,0,0,0,0,0,0,0,0,0,0
MIR375,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100129175,0,0,0,0,0,0,0,0,0,0,0,0,0
IHH,5,3,0,0,0,0,3,1,0,0,0,1,0
MIR3131,0,0,0,0,0,0,0,0,0,0,0,0,0
NHEJ1,268,239,96,45,72,101,164,164,83,147,249,229,300
SLC23A3,68,46,19,3,3,2,5,8,2,12,5,2,10
CNPPD1,790,688,164,147,140,208,335,353,185,319,361,353,316
ZFAND2B,528,398,156,142,252,78,156,110,70,131,156,151,154
ABCB6,2470,1755,531,439,386,453,755,593,344,457,461,422,476
ATG9A,1832,1474,639,466,365,576,999,1351,801,1177,1057,868,1005
ANKZF1,1517,1167,547,373,174,163,315,556,323,430,326,299,334
GLB1L,349,290,102,59,45,46,86,47,27,45,95,60,93
STK16,829,734,215,182,258,195,318,192,134,195,346,319,379
TUBA4A,4077,2853,972,797,3106,1928,2965,4382,2738,4509,4142,3544,4617
TUBA4B,37,17,6,1,4,1,5,0,1,2,1,7,0
DNAJB2,1154,881,336,303,495,315,477,951,558,841,512,598,433
PTPRN,30,19,8,3,0,1,0,6,4,9,3,4,3
MIR153-1,0,0,0,0,0,0,0,0,0,0,0,0,0
RESP18,0,0,0,0,1,0,0,0,0,0,0,0,0
DNPEP,918,716,326,312,376,264,422,694,421,625,803,826,683
DES,3,1,3,1,0,0,1,0,0,1,0,1,1
SPEG,290,158,156,93,22,40,55,42,26,50,46,47,25
GMPPA,1692,1219,496,367,636,278,427,644,359,511,712,651,663
ASIC4,21,8,3,6,0,0,0,0,0,0,0,2,0
CHPF,2250,1676,990,599,198,209,350,561,326,522,331,374,224
TMEM198,84,76,31,15,4,2,11,4,4,11,4,8,3
MIR3132,0,0,0,0,0,0,0,0,1,0,0,0,0
OBSL1,1562,1174,510,386,241,273,463,255,174,213,348,377,362
INHA,93,65,22,9,2,2,6,1,2,2,5,2,2
STK11IP,992,781,240,219,101,154,279,251,164,253,206,244,163
SLC4A3,329,236,132,81,24,28,54,32,16,32,30,45,37
MIR4268,0,0,0,0,0,0,0,0,0,0,0,0,0
EPHA4,24,33,5,1,2,13,21,74,34,55,100,93,136
PAX3,0,0,0,0,0,0,0,0,0,0,1,0,0
CCDC140,0,0,0,0,0,0,0,0,0,0,2,0,2
SGPP2,84,50,25,16,2,15,20,21,12,11,14,14,17
FARSB,1094,912,295,135,466,525,829,926,380,814,1553,1132,1801
MOGAT1,0,1,0,0,0,0,0,0,0,0,0,0,0
ACSL3,3040,3005,801,508,121,1291,2400,4189,2016,3871,5512,4290,7775
KCNE4,29,39,2,2,0,3,9,6,4,9,4,8,8
SCG2,30,25,6,2,0,6,9,22,12,22,24,17,27
AP1S3,426,370,192,94,70,169,309,354,161,348,600,451,711
WDFY1,504,518,157,86,41,354,657,1107,507,998,1493,1215,1817
MRPL44,1036,872,336,197,172,279,412,590,269,521,746,627,898
SERPINE2,921,1127,461,263,101,761,1181,6683,3142,5686,3322,2471,4057
FAM124B,0,0,0,0,0,0,1,0,0,0,0,0,0
CUL3,1138,969,331,183,156,535,926,1139,421,1051,1605,1248,2142
DOCK10,331,280,131,90,16,447,703,1771,635,1430,1565,1036,1857
MIR4439,0,0,0,0,0,0,0,0,0,0,0,0,0
NYAP2,0,0,0,0,0,0,1,0,0,1,1,0,0
LOC646736,0,0,1,0,0,0,0,0,0,0,0,0,0
MIR5702,0,0,0,0,0,0,0,0,0,0,0,0,0
IRS1,971,1145,240,151,38,588,1119,847,488,856,1270,1155,1308
RHBDD1,313,260,150,56,45,100,200,253,112,230,351,291,409
COL4A4,278,318,48,32,14,142,313,163,82,143,176,179,189
COL4A3,361,341,75,48,4,72,142,48,38,77,99,86,100
MFF,2614,2517,1026,420,307,613,1069,1087,512,984,1467,1088,1768
TM4SF20,5625,4925,396,219,176,445,1207,76,57,67,559,346,732
MIR5703,0,0,0,0,0,0,0,0,0,0,0,0,0
AGFG1,2421,2565,804,411,149,829,1614,2026,946,1827,2379,1701,2735
C2orf83,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC19A3,207,208,66,34,30,28,63,112,38,72,86,57,100
CCL20,2854,2736,1469,938,1,20,62,94,39,72,147,77,188
DAW1,1,1,6,1,0,2,1,20,9,16,23,14,14
SPHKAP,0,0,0,0,0,0,0,0,0,0,0,0,0
PID1,45,30,15,20,6,23,29,23,19,29,59,31,66
DNER,50,63,26,12,2,12,14,50,28,56,34,17,22
TRIP12,1142,1283,610,349,182,1155,2028,4334,1669,3515,4192,3029,5290
FBXO36,52,65,24,8,9,31,58,44,22,45,61,54,76
SLC16A14,11,9,2,1,3,9,21,7,5,6,15,11,23
SP110,317,237,699,376,38,27,58,669,359,586,1007,683,1293
SP140,1,1,1,1,0,0,0,5,2,12,11,2,10
SP140L,196,178,273,131,6,17,27,366,203,386,370,311,477
SP100,1190,1122,1671,787,72,188,365,2106,919,1767,2626,1921,3339
CAB39,500,525,178,93,48,340,676,1581,665,1424,1349,1037,1811
ITM2C,2168,2058,544,514,501,722,1261,1009,653,983,1034,1104,1067
LOC151484,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR55,8,7,1,3,0,0,0,0,0,0,0,0,0
SPATA3,0,0,0,0,0,0,0,0,0,0,0,0,0
C2orf72,645,564,54,50,53,143,296,91,37,72,156,135,123
PSMD1,1702,1791,642,411,747,1308,2240,3525,1443,3045,3124,2796,3688
HTR2B,11,6,5,2,1,6,11,0,1,0,3,1,5
ARMC9,308,260,94,86,70,120,201,219,86,174,252,219,276
MIR4777,0,0,0,0,0,0,0,0,0,0,0,0,0
B3GNT7,43,58,12,17,5,16,32,31,19,25,44,48,37
NCL,15595,12221,4546,2847,2675,5935,9770,12464,5882,11915,19030,15360,24787
SNORA75,20,13,3,2,0,0,2,0,0,2,3,4,3
SNORD20,3,8,4,0,0,2,0,2,0,1,1,2,3
SNORD82,0,0,0,0,0,0,0,0,0,0,0,0,1
LINC00471,17,11,1,4,4,5,13,10,7,6,14,18,14
NMUR1,1,0,1,1,0,0,1,0,0,1,1,0,0
PTMA,21037,18736,8315,3690,1448,5637,9258,10519,6609,10581,13524,12785,14525
PDE6D,721,474,298,205,133,182,277,420,205,334,463,325,572
COPS7B,893,607,229,161,154,248,350,498,259,404,475,395,436
MIR1471,0,0,0,0,0,0,0,0,0,0,0,0,0
NPPC,2,4,3,0,0,1,0,2,0,1,0,1,3
DIS3L2,858,674,241,135,116,170,295,355,148,321,401,350,452
ALPP,9,3,2,9,0,0,0,2,2,3,1,0,0
ECEL1P2,0,0,0,0,0,0,0,0,0,0,0,0,0
ALPI,7,4,0,0,0,2,1,1,0,2,0,0,0
ECEL1,8,5,5,1,4,1,0,1,0,0,0,0,0
PRSS56,4,0,0,2,1,1,0,1,1,0,1,0,0
CHRND,7,5,0,0,0,0,0,0,0,0,0,0,0
CHRNG,6,7,1,1,0,0,0,0,0,0,0,0,0
TIGD1,219,220,50,38,45,68,92,82,44,77,156,106,154
MIR5001,0,0,0,0,0,0,0,0,1,0,0,0,0
EIF4E2,1623,1089,624,396,715,380,670,983,675,1030,807,790,728
EFHD1,60,35,33,22,8,13,25,32,17,24,25,26,41
GIGYF2,860,874,292,196,101,556,1003,1433,671,1308,1669,1231,1883
KCNJ13,0,1,1,0,0,0,0,0,0,0,0,0,0
NGEF,344,231,165,127,55,78,155,317,171,268,271,265,228
NEU2,0,0,0,0,0,0,0,0,0,0,0,0,0
INPP5D,21,19,1,0,1,3,2,4,1,1,2,3,6
ATG16L1,1056,798,297,208,223,473,707,1312,706,1126,1405,1156,1637
SCARNA5,0,0,0,1,0,2,0,1,1,1,2,0,2
SCARNA6,2,0,2,0,0,0,1,3,0,0,1,1,0
SAG,0,0,3,0,0,0,0,0,0,0,0,0,0
DGKD,3639,2904,1097,816,171,1136,1892,2529,1337,2240,2324,2481,2476
USP40,1428,1126,415,232,145,410,712,765,365,664,1006,933,1122
UGT1A8,0,2,0,0,0,0,1,0,0,1,0,0,1
UGT1A10,0,0,0,0,0,0,0,0,0,0,0,0,0
UGT1A9,49,29,19,9,1,46,80,18,12,20,64,65,81
UGT1A7,61,70,25,20,2,23,45,33,12,27,99,72,167
UGT1A6,9,9,2,2,0,8,17,4,1,3,13,9,19
UGT1A5,0,0,0,0,0,0,0,0,0,0,0,0,0
UGT1A4,0,0,0,0,0,0,0,0,0,0,0,0,0
UGT1A3,0,0,0,0,0,1,2,0,0,0,3,1,2
DNAJB3,0,0,2,0,0,0,0,0,0,0,0,0,0
LOC100286922,10,8,3,4,0,0,0,0,0,0,0,0,0
UGT1A1,0,0,2,0,2,3,22,1,0,4,26,15,27
HJURP,2777,1822,640,366,485,1594,2509,1242,635,1128,3455,2404,3890
MSL3P1,465,471,161,95,36,169,282,391,203,348,462,359,571
TRPM8,8,12,2,4,3,0,3,3,3,3,7,5,7
SPP2,0,0,0,1,0,0,0,0,0,0,0,0,0
ARL4C,2426,2558,1248,755,599,1199,1924,1737,807,1473,3495,3032,3907
SH3BP4,1342,1334,532,335,113,678,1024,1280,634,1089,1431,1169,1620
AGAP1,536,410,174,123,37,320,520,705,392,650,704,554,754
GBX2,41,28,11,17,3,8,11,10,5,11,18,14,12
ASB18,0,0,0,0,0,0,0,0,0,0,0,0,0
IQCA1,3,0,0,0,0,0,0,0,0,0,0,0,0
COPS8,677,732,196,90,121,330,564,817,385,696,1038,750,1043
COL6A3,0,0,1,1,0,2,0,1,2,3,2,3,1
MLPH,9185,7374,3146,2038,2241,1680,2914,1904,1132,1729,3431,3089,3450
