,Series4_A549_Mock_1,Series4_A549_Mock_2,Series4_A549_IAV_1,Series4_A549_IAV_2,Series9_NHBE_Mock_1,Series9_NHBE_Mock_2,Series9_NHBE_Mock_3,Series9_NHBE_Mock_4,Series9_NHBE_IAV_1,Series9_NHBE_IAV_2,Series9_NHBE_IAV_3,Series9_NHBE_IAV_4
FIBCD1,28,62,13,12,3,5,6,17,14,5,7,3
LAMC3,33,51,25,16,0,0,0,0,3,0,1,0
AIF1L,18,34,29,12,17,21,25,48,27,4,15,7
NUP214,397,756,794,179,336,322,247,489,1326,345,343,173
FAM78A,21,34,21,12,9,6,12,21,15,4,12,9
PRRC2B,1166,1842,1254,375,1013,961,839,1802,5856,1444,1445,740
SNORD62B,0,0,0,0,0,0,0,0,0,0,0,0
SNORD62A,0,0,0,0,0,0,0,0,0,0,0,0
POMT1,122,241,154,40,159,173,185,360,504,166,167,83
UCK1,144,233,161,56,148,139,192,343,544,142,142,66
RAPGEF1,296,514,403,85,254,201,204,390,1615,375,314,148
MED27,72,177,143,21,172,150,213,330,585,179,151,92
NTNG2,13,31,1,6,0,0,0,0,2,0,0,0
SETX,328,683,893,169,331,326,356,808,3348,687,753,425
TTF1,110,249,303,71,95,108,136,241,544,124,146,81
BARHL1,0,0,0,0,0,0,0,0,0,1,0,0
DDX31,127,250,191,53,118,123,151,312,697,150,153,97
GTF3C4,154,323,336,76,156,138,242,520,1879,375,452,220
AK8,5,5,5,4,1,0,4,2,3,0,3,0
TSC1,191,351,391,71,163,184,192,365,1009,232,242,145
GFI1B,0,0,0,0,0,0,0,0,0,0,0,0
GTF3C5,324,609,388,125,318,297,361,654,1569,379,280,134
CEL,3,8,15,4,5,8,7,6,31,6,12,3
CELP,0,0,0,0,0,0,0,0,0,0,0,0
RALGDS,135,239,124,58,399,350,403,764,1342,340,392,209
GBGT1,8,10,3,0,35,26,32,46,92,27,13,3
OBP2B,0,0,0,0,0,0,0,0,0,0,0,0
ABO,0,0,0,0,3,5,9,3,4,6,5,2
SURF6,205,359,166,71,370,394,673,1087,1997,476,527,290
MED22,169,390,118,58,214,208,223,384,957,218,196,113
RPL7A,5835,11376,11042,2769,6897,7463,10630,17728,28902,8051,7563,3684
SNORD24,0,1,5,1,1,1,3,6,5,2,3,0
SNORD36B,0,0,1,0,1,1,1,1,7,4,1,2
SNORD36A,5,17,12,2,3,7,20,37,100,24,18,4
SNORD36C,1,6,6,1,1,0,6,17,35,8,5,3
SURF1,106,178,163,78,78,83,148,236,397,100,145,62
SURF2,70,156,132,45,177,191,229,412,857,210,174,107
SURF4,1117,1915,1547,546,1722,1870,1972,3646,9492,2333,2305,1134
REXO4,201,417,355,75,241,217,275,574,1345,325,310,159
ADAMTS13,8,14,10,1,15,9,13,23,43,5,30,9
CACFD1,46,84,12,6,34,36,59,104,151,38,43,22
SLC2A6,202,385,92,93,231,222,352,622,1302,304,184,87
ADAMTSL2,0,0,0,0,0,0,0,0,0,2,0,0
FAM163B,0,0,0,0,0,0,0,0,0,0,0,0
DBH,0,1,0,0,0,0,0,0,0,0,0,0
SARDH,0,0,1,1,0,2,0,0,6,0,1,0
VAV2,217,410,427,98,623,609,611,1201,3458,830,691,340
BRD3,205,348,355,92,178,196,174,338,856,163,216,133
WDR5,327,605,496,125,316,342,398,744,1768,440,431,261
RNU6ATAC,0,0,1,0,3,0,0,1,3,0,0,0
RXRA,363,576,308,104,505,441,526,964,2187,482,588,259
MIR4669,0,2,0,0,0,0,0,0,0,0,0,0
COL5A1,285,512,278,106,19,18,13,19,80,25,35,22
MIR3689A,0,0,0,0,0,0,0,0,0,0,0,0
MIR3689C,0,0,0,0,0,0,0,0,0,0,0,0
MIR3689D1,0,0,0,0,0,0,0,0,0,0,0,0
MIR3689B,0,0,0,0,0,0,0,0,0,0,0,0
MIR3689D2,0,0,0,0,0,0,0,0,0,0,0,0
MIR3689E,0,0,0,0,0,0,0,0,0,0,0,0
MIR3689F,0,0,0,0,0,0,0,0,0,0,0,0
FCN2,0,0,0,0,0,0,0,0,0,0,0,0
FCN1,0,0,0,0,0,0,0,0,0,0,0,0
OLFM1,67,141,201,67,2,1,1,1,1,1,1,0
LOC401557,0,0,0,0,0,0,0,0,0,0,0,0
C9orf62,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R26,224,344,331,106,152,144,178,314,698,166,164,122
C9orf116,25,31,19,2,11,4,9,21,15,4,4,4
MRPS2,368,800,530,206,213,198,240,468,995,238,177,92
LCN1,0,0,0,0,0,0,0,0,0,0,0,0
OBP2A,0,0,0,0,0,0,0,0,0,0,0,0
PAEP,0,0,0,0,0,0,0,0,2,0,0,0
GLT6D1,0,0,0,0,0,0,0,0,0,0,0,0
LCN9,0,0,0,0,0,0,0,0,0,0,0,0
SOHLH1,0,0,0,0,0,0,0,0,0,0,0,0
KCNT1,0,0,0,0,2,0,0,3,2,0,3,4
CAMSAP1,250,446,471,107,270,272,251,600,1587,308,354,196
UBAC1,194,390,371,104,205,195,231,432,765,145,207,124
NACC2,351,586,285,91,180,166,239,507,1066,219,234,115
LHX3,1,0,1,1,0,0,0,0,2,0,1,0
QSOX2,270,465,440,115,143,128,125,275,747,172,206,100
DKFZP434A062,0,0,0,0,0,0,0,1,2,0,0,0
GPSM1,77,157,38,24,145,129,149,289,365,83,136,82
DNLZ,36,90,42,30,39,41,89,148,210,34,50,24
CARD9,4,5,8,1,8,5,7,14,19,6,4,0
SNAPC4,83,127,71,30,193,173,254,529,1073,242,168,100
PMPCA,280,502,653,175,503,484,764,1420,3028,585,600,312
INPP5E,110,200,107,38,173,154,171,331,558,136,155,52
SEC16A,724,1245,1007,284,949,924,910,1938,5437,1217,1311,711
C9orf163,13,16,1,2,0,1,1,3,12,0,10,0
NOTCH1,185,375,221,105,1005,875,729,1449,3679,784,1324,641
MIR4673,0,0,0,0,0,0,0,0,0,0,0,0
MIR4674,1,1,0,0,0,0,1,2,0,0,1,0
EGFL7,179,332,86,66,121,119,166,293,579,107,160,72
MIR126,0,0,0,0,0,0,0,0,0,0,0,0
AGPAT2,415,774,277,120,357,406,490,893,1607,356,361,193
FAM69B,96,179,74,28,7,5,12,14,29,3,11,12
SNHG7,291,501,92,60,161,196,217,343,626,122,139,63
LCN10,0,0,0,0,0,0,0,1,0,0,0,0
LCN6,0,0,0,0,0,0,0,0,0,0,0,0
LOC100128593,0,0,0,0,0,0,0,0,0,0,0,0
LCN8,0,0,0,0,0,0,0,0,0,0,0,0
LCN15,0,0,0,0,0,0,0,0,2,0,0,0
TMEM141,135,299,173,47,323,338,502,764,1214,332,316,155
RABL6,513,938,559,196,713,689,804,1435,2774,625,573,300
MIR4292,0,3,5,1,2,1,1,2,11,0,1,0
PHPT1,476,934,570,241,371,395,600,859,1439,319,411,199
MAMDC4,53,67,13,13,21,24,58,51,96,20,38,5
EDF1,927,1998,1570,178,1016,1131,1520,2629,4179,1188,921,474
TRAF2,285,525,302,118,126,132,172,299,584,144,129,75
MIR4479,1,1,0,0,0,0,0,0,0,0,1,0
FBXW5,436,647,326,177,502,497,683,1296,2419,596,530,251
C8G,2,3,0,1,1,1,2,4,14,4,1,0
LCN12,3,7,0,0,0,1,1,2,4,0,3,0
PTGDS,0,2,0,0,1,2,1,5,0,1,1,0
LCNL1,0,1,0,0,0,0,0,0,0,0,0,0
CLIC3,3,6,1,4,284,357,411,766,342,69,327,164
ABCA2,294,512,324,103,103,92,133,229,357,87,179,104
C9orf139,1,2,0,0,1,0,0,0,0,0,0,0
FUT7,0,1,0,0,0,0,0,0,0,0,0,0
NPDC1,224,427,91,72,306,321,462,838,1130,217,303,124
ENTPD2,2,2,0,1,8,19,12,25,35,9,20,8
SAPCD2,442,775,147,92,45,34,27,55,95,18,22,7
UAP1L1,73,146,33,18,53,60,82,140,226,41,64,28
MAN1B1,298,506,338,122,470,466,594,1085,2710,594,760,395
DPP7,271,589,145,87,322,322,428,765,1079,306,386,188
GRIN1,0,2,0,0,4,3,3,8,15,1,4,4
LRRC26,6,6,3,0,0,0,6,9,0,0,2,0
MIR3621,0,0,0,0,0,0,0,0,0,0,0,0
ANAPC2,262,424,239,101,171,170,267,469,851,202,247,107
SSNA1,305,603,291,136,339,364,409,630,1203,305,266,116
TPRN,47,83,22,19,44,34,62,105,158,30,36,21
TMEM203,156,313,148,86,196,189,229,478,972,228,260,96
NDOR1,150,290,77,58,239,234,295,515,923,202,174,109
RNF208,2,7,1,2,10,18,14,33,20,3,18,8
RNF224,3,4,0,0,2,5,6,5,3,0,7,5
SLC34A3,5,3,5,0,0,2,3,5,11,3,16,5
TUBB4B,2629,5455,2994,1171,4084,4355,5508,10340,17048,4260,3324,1959
FAM166A,1,0,0,0,0,0,0,1,0,0,0,2
NELFB,384,697,303,188,461,521,665,1147,2722,620,594,283
TOR4A,253,420,70,86,293,300,379,806,1621,302,387,198
NRARP,18,46,18,13,215,218,64,120,114,22,51,31
EXD3,16,23,17,4,40,33,51,88,124,35,41,20
NOXA1,27,51,4,4,20,21,35,38,21,2,13,9
ENTPD8,2,5,1,0,0,0,1,1,2,0,0,0
NSMF,190,423,258,70,479,468,609,1152,2401,523,634,280
PNPLA7,14,14,10,1,4,2,3,5,5,1,5,0
MRPL41,215,457,245,172,329,352,555,861,1198,240,279,102
ZMYND19,119,234,222,60,137,173,331,574,612,156,145,73
ARRDC1,159,313,108,73,421,438,532,931,1443,329,327,137
EHMT1,423,751,672,174,347,363,437,821,1694,429,470,238
MIR602,0,0,0,0,0,0,0,0,0,0,0,0
CACNA1B,1,2,4,1,0,0,0,0,0,0,1,1
TUBBP5,0,1,0,0,2,1,2,3,8,0,2,0
FAM157B,0,0,0,0,6,7,5,7,17,8,4,5
FLJ43315,0,0,0,0,0,0,0,0,0,0,0,0
FAM230C,0,0,0,0,0,0,0,0,0,0,0,0
LOC100288966,0,0,0,0,0,0,0,0,0,0,0,0
LOC100233156,0,0,0,0,0,0,0,0,0,0,0,0
LOC389834,0,0,0,0,0,0,0,0,0,0,0,0
LOC283788,0,0,0,0,0,0,0,0,0,0,0,0
LOC100507412,0,0,0,0,0,0,0,0,0,0,0,0
PLCXD1,301,535,246,127,102,89,91,171,315,67,72,42
GTPBP6,144,246,134,55,142,135,182,326,580,161,144,72
LINC00685,2,3,0,0,3,1,0,5,4,1,2,1
PPP2R3B,100,193,112,34,71,73,77,149,219,47,58,26
SHOX,0,0,0,0,0,0,0,0,0,0,0,0
CRLF2,3,8,7,4,0,0,0,0,0,0,0,0
CSF2RA,15,29,40,10,0,0,0,0,0,0,0,0
MIR3690,0,0,0,0,0,0,0,0,0,0,0,0
IL3RA,8,28,19,2,3,5,8,8,26,7,4,2
SLC25A6,1592,3309,1407,569,2288,2312,2663,4528,8183,2250,2133,1034
ASMTL-AS1,5,5,3,2,19,27,34,48,72,17,25,12
ASMTL,87,124,71,30,136,147,197,355,636,148,178,104
P2RY8,0,0,0,0,0,0,0,0,0,0,0,0
AKAP17A,185,375,256,87,345,307,484,907,1986,424,500,243
ASMT,0,0,1,0,1,1,0,0,7,1,0,0
DHRSX,90,233,210,62,120,163,163,327,599,173,169,66
ZBED1,269,428,291,105,178,153,162,300,788,139,213,92
CD99P1,5,26,13,2,37,40,53,93,246,44,40,18
LINC00102,0,0,0,0,0,0,0,0,0,0,0,0
CD99,473,888,977,234,1213,1257,1027,2059,6079,1361,956,500
XG,0,0,3,0,25,24,36,103,154,25,101,65
GYG2,53,95,70,20,1,0,0,1,7,0,2,1
ARSD,191,305,152,48,132,132,104,211,646,161,221,104
ARSE,266,532,314,115,2,0,0,9,5,5,2,3
ARSH,0,0,1,0,0,0,0,0,0,0,1,0
ARSF,0,0,0,0,0,0,0,0,0,0,1,0
MXRA5,0,0,0,0,71,57,21,50,179,54,181,95
PRKX,149,316,342,83,217,202,267,574,1427,322,447,214
LOC389906,18,47,60,17,92,107,120,212,400,74,84,62
NLGN4X,0,0,0,0,1,2,1,3,14,1,1,1
MIR4770,0,0,0,0,0,0,0,0,0,0,0,0
VCX3A,0,0,0,0,0,0,0,0,0,0,0,0
MIR4767,0,5,0,0,0,0,0,0,0,0,0,0
STS,41,55,78,12,75,82,112,245,635,126,197,101
VCX,0,0,0,0,0,0,0,0,0,0,0,0
PNPLA4,9,26,14,7,191,222,261,434,811,192,246,121
MIR651,0,0,0,0,0,0,0,0,0,0,0,0
VCX2,0,0,0,0,0,0,0,0,0,0,0,0
VCX3B,0,0,0,0,0,1,0,0,0,0,0,0
FAM9A,0,0,0,0,0,0,0,0,0,0,0,0
FAM9B,0,3,2,0,0,0,0,0,0,0,0,0
TBL1X,287,581,572,141,53,55,61,122,312,99,75,46
GPR143,0,0,0,0,1,3,4,3,5,2,2,0
SHROOM2,10,14,7,2,123,114,118,237,455,107,124,59
WWC3,455,838,573,165,174,189,143,286,849,180,220,135
CLCN4,43,88,62,12,12,16,11,21,83,18,10,6
MID1,1014,1862,2279,457,130,125,143,281,787,149,211,105
HCCS,155,368,415,85,149,184,275,558,1345,298,335,189
ARHGAP6,0,0,1,0,1,0,0,1,0,1,0,3
AMELX,0,0,0,0,0,0,0,0,0,0,0,0
MSL3,174,413,556,127,117,107,166,313,903,188,250,112
FRMPD4,0,1,1,0,0,0,1,2,5,3,0,0
PRPS2,221,400,552,140,176,196,221,436,902,171,205,116
TLR7,0,0,0,0,0,0,0,0,0,0,0,0
TLR8-AS1,0,0,0,0,0,0,0,0,3,0,0,0
TLR8,0,0,0,0,0,0,0,0,0,0,0,0
TMSB4X,5654,9534,7645,3254,12598,13721,14853,24615,49104,14520,13981,6079
FAM9C,0,0,0,0,0,0,0,0,0,0,0,0
ATXN3L,0,0,0,0,0,0,0,0,0,0,0,0
EGFL6,0,0,0,0,8,6,8,9,16,5,12,6
TCEANC,5,14,40,6,12,4,15,19,62,3,22,3
RAB9A,100,226,297,64,184,180,320,641,1068,205,289,161
TRAPPC2,55,101,83,24,89,77,150,308,622,87,113,58
OFD1,136,342,424,65,181,196,270,572,908,179,231,143
GPM6B,5,8,13,1,2,1,3,8,26,4,16,10
GEMIN8,53,110,96,21,119,139,197,372,560,158,132,77
GLRA2,0,0,1,0,0,0,0,1,3,0,0,0
FANCB,34,69,76,9,13,14,9,22,74,8,9,8
MOSPD2,105,212,381,53,69,76,116,226,682,114,178,104
ASB9,167,361,201,55,2,4,9,17,21,2,8,3
ASB11,0,0,0,0,0,0,0,0,8,0,1,0
PIGA,60,131,236,41,75,61,127,239,735,122,146,95
PIR-FIGF,1,0,0,0,0,0,0,0,0,0,0,0
PIR,54,88,120,33,12,17,32,63,65,10,17,2
BMX,0,1,0,0,0,0,2,1,0,1,3,1
ACE2,0,0,2,0,9,9,14,19,29,7,45,15
CA5BP1,24,43,56,17,75,73,108,170,340,89,91,51
CA5B,21,29,41,10,12,10,24,46,84,13,41,16
INE2,0,0,0,0,0,0,0,0,0,0,0,0
ZRSR2,58,114,112,20,117,113,101,181,315,84,68,39
AP1S2,97,194,247,54,12,13,26,48,151,16,20,7
GRPR,0,2,5,0,0,0,0,1,1,0,0,0
CTPS2,185,300,308,57,140,131,141,301,851,162,185,94
S100G,0,0,0,0,0,0,0,0,0,0,0,0
SYAP1,410,859,1206,227,560,679,927,1850,3383,687,772,484
TXLNG,195,445,679,106,222,221,290,670,1763,358,366,221
RBBP7,1078,2410,2061,563,638,600,717,1433,2778,638,771,317
REPS2,30,54,72,20,10,12,12,20,108,22,25,10
NHS,105,180,219,30,94,65,69,143,352,83,78,56
MIR4768,0,0,0,0,0,1,0,0,7,0,0,0
SCML1,43,132,278,35,29,37,52,107,203,49,46,26
RAI2,0,0,0,0,0,0,0,0,0,0,0,0
BEND2,0,0,2,0,0,0,0,0,0,0,0,0
SCML2,84,161,181,60,2,4,3,9,25,4,4,1
CDKL5,46,82,119,25,56,55,41,96,351,95,78,49
RS1,0,0,0,0,1,0,0,1,2,0,0,0
PPEF1,5,7,14,6,0,0,0,0,8,1,1,0
PHKA2-AS1,0,0,0,0,1,1,0,0,0,0,1,0
PHKA2,154,286,288,65,103,96,102,196,501,146,115,48
PDHA1,553,1215,1579,232,441,414,599,1038,1855,478,426,206
MAP3K15,42,63,54,16,0,0,1,2,3,2,1,2
SH3KBP1,655,1655,2368,457,389,391,361,722,2510,555,271,184
LOC729609,0,0,1,0,0,0,0,0,0,0,1,0
MAP7D2,51,101,100,23,9,5,9,6,14,10,3,1
MIR23C,0,0,0,0,0,0,0,0,0,0,0,0
EIF1AX,384,852,1521,248,504,553,1078,2270,3835,768,1223,743
SCARNA9L,0,0,3,1,1,1,0,0,0,0,1,1
RPS6KA3,629,1174,1822,297,196,234,359,738,2209,382,518,317
CNKSR2,83,162,221,38,0,0,0,1,0,0,0,0
KLHL34,0,1,0,0,0,0,0,1,0,0,1,0
SMPX,0,0,0,0,0,0,0,2,3,0,1,0
MBTPS2,327,580,597,141,60,82,107,210,584,116,237,100
YY2,19,37,54,8,15,17,23,43,85,13,17,10
SMS,727,1776,1969,445,1637,1679,1970,3745,8847,1804,1704,978
PHEX,5,10,5,1,24,37,62,147,316,59,96,30
PHEX-AS1,0,0,0,0,0,0,0,0,0,0,1,0
DDX53,0,0,0,0,0,0,0,0,0,0,0,0
PTCHD1,0,0,0,0,0,0,1,0,0,0,0,0
PRDX4,491,942,1076,302,447,468,658,1185,2687,566,664,300
ACOT9,275,589,659,149,418,431,555,1098,2679,695,538,246
SAT1,824,1704,2977,522,4376,4794,6799,12281,20558,4590,6206,2837
APOO,82,215,259,69,77,75,145,199,290,53,72,38
CXorf58,0,2,1,0,2,3,3,9,17,2,0,2
KLHL15,67,155,261,46,15,19,28,62,195,30,41,39
EIF2S3,1648,2948,3087,662,1402,1456,2359,4851,9343,1918,2221,1312
ZFX-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ZFX,199,361,421,105,166,161,200,443,1243,297,312,160
SUPT20HL2,0,0,0,0,0,0,0,0,0,0,0,0
SUPT20HL1,0,0,0,0,0,0,0,0,0,0,0,0
PDK3,106,239,228,68,78,68,88,162,407,91,141,59
PCYT1B,0,0,0,0,13,18,13,20,100,18,7,2
POLA1,226,492,628,107,87,91,71,129,316,65,80,43
SCARNA23,0,0,2,0,0,0,1,0,0,0,0,0
ARX,19,28,9,6,0,0,0,0,3,0,0,0
MAGEB18,0,0,0,0,0,0,0,0,0,0,0,0
MAGEB6,0,0,0,0,0,0,0,0,0,0,0,0
MAGEB5,0,0,0,0,0,0,0,0,0,0,0,0
VENTXP1,0,0,0,0,0,0,0,0,0,0,0,0
DCAF8L2,0,0,0,0,0,0,0,0,0,0,0,0
MAGEB10,0,0,0,0,0,0,0,0,0,0,0,0
DCAF8L1,0,0,0,0,0,0,0,0,0,0,0,0
IL1RAPL1,0,0,0,0,0,0,0,0,0,1,0,0
MAGEB2,0,0,0,0,0,0,0,0,0,0,0,0
MAGEB3,0,0,1,0,0,0,0,0,0,0,0,0
MAGEB4,0,0,0,0,0,0,0,0,0,0,0,0
MAGEB1,0,0,0,0,0,0,0,0,0,0,0,0
NR0B1,302,665,311,99,0,0,1,1,0,0,0,0
CXorf21,0,0,0,0,0,0,0,0,0,0,0,0
GK,24,27,33,9,10,15,24,53,124,15,12,6
TAB3,137,231,346,54,197,181,268,619,1839,341,360,211
FTHL17,0,0,0,0,0,0,0,0,0,0,0,0
DMD,0,0,3,0,64,52,84,200,467,98,117,75
FAM47A,0,0,0,0,0,0,0,0,0,0,0,0
TMEM47,13,28,64,12,10,8,6,16,95,12,25,19
FAM47B,0,0,0,0,0,0,0,0,0,0,0,0
MAGEB16,0,0,0,0,0,0,0,0,0,0,0,0
FAM47C,0,0,0,0,0,0,0,0,0,0,0,1
FTH1P18,0,0,0,0,0,0,0,0,0,0,0,0
PRRG1,33,87,149,25,95,106,132,299,724,110,172,122
LANCL3,0,0,0,0,4,4,6,15,24,4,2,5
XK,7,19,25,7,4,5,1,5,13,2,2,0
CYBB,3,0,2,0,0,0,1,1,0,0,0,0
DYNLT3,73,197,406,55,186,187,436,925,1821,227,416,319
SYTL5,3,4,5,0,10,14,35,50,25,5,19,13
SRPX,25,48,54,23,150,151,196,376,787,176,160,85
RPGR,52,172,319,25,31,18,39,58,149,28,35,16
OTC,0,0,1,0,0,0,0,0,0,0,0,0
TSPAN7,53,97,64,13,7,4,12,23,45,12,5,3
MID1IP1,279,527,459,100,469,468,695,1320,2624,637,561,284
BCOR,189,357,543,110,171,136,102,240,671,166,224,136
ATP6AP2,527,1126,1241,332,402,493,915,2106,4073,676,1207,710
MPC1L,0,0,0,0,1,0,0,0,0,0,0,0
CXorf38,71,156,177,47,121,125,206,404,923,216,245,115
MED14,367,757,958,186,286,313,283,595,1849,354,482,270
LOC100132831,0,0,0,0,0,0,1,0,0,0,0,0
USP9X,885,1700,1830,407,777,877,913,1993,6035,1349,1646,948
DDX3X,1978,4187,6161,1082,1295,1272,2224,4747,13367,2582,3232,1753
NYX,0,0,0,0,0,0,0,0,1,0,0,0
CASK,216,489,694,112,193,205,200,432,1106,229,348,214
GPR34,1,0,0,0,0,0,0,1,0,0,0,0
GPR82,0,0,0,0,0,0,0,0,0,0,1,0
MAOA,6,29,38,4,433,467,536,1119,3057,650,683,389
MAOB,0,0,0,0,2,1,8,4,18,7,3,2
NDP,0,0,0,0,0,0,0,0,0,0,0,0
EFHC2,0,2,1,1,0,0,2,2,6,0,2,1
FUNDC1,81,201,300,52,104,111,181,354,654,159,174,92
DUSP21,0,0,0,0,0,0,0,0,0,0,0,0
KDM6A,127,264,291,60,195,177,170,390,1353,318,301,133
CXorf36,0,0,0,0,1,2,0,0,6,2,2,1
MIR221,1,9,2,1,3,1,4,10,28,2,3,2
MIR222,0,0,0,0,0,0,1,0,0,0,0,0
KRBOX4,48,110,101,23,41,47,57,119,234,45,59,23
ZNF674,9,25,35,7,6,12,9,20,63,9,15,15
ZNF674-AS1,16,52,64,20,7,4,10,14,82,18,23,18
CHST7,72,138,37,30,15,34,32,68,89,27,21,5
SLC9A7,195,384,359,103,101,94,128,273,744,162,185,93
RP2,114,220,364,71,127,159,205,443,1451,282,312,180
RGN,0,0,0,0,0,1,1,2,6,0,1,1
NDUFB11,376,766,867,384,279,286,377,651,1265,286,280,138
RBM10,382,649,592,194,370,391,427,786,1817,443,436,228
UBA1,1749,3092,2578,1043,3481,3328,2874,5748,19169,4743,4106,2018
INE1,4,18,7,1,5,1,11,18,45,8,11,7
CDK16,535,897,754,225,673,705,674,1281,3244,802,827,355
USP11,452,789,680,206,88,99,87,139,365,101,84,36
ZNF157,0,1,0,0,0,1,0,0,0,0,0,0
SNORA11C,0,0,0,0,0,0,0,0,0,0,0,0
ZNF41,38,122,147,34,48,59,42,91,307,53,68,48
ARAF,242,428,339,119,192,188,196,380,1403,281,295,152
SYN1,0,2,1,1,2,4,2,5,13,5,1,0
TIMP1,361,859,635,335,1569,1802,1058,1947,13138,2991,1842,850
MIR4769,0,0,0,0,0,0,0,0,0,0,0,0
CFP,1,2,2,1,1,3,0,1,2,1,1,3
ELK1,178,327,117,44,166,148,149,273,679,159,149,63
UXT,144,271,449,164,150,142,210,324,577,144,166,71
CXXC1P1,0,0,0,0,0,0,0,0,0,0,0,0
ZNF81,38,86,97,23,17,10,23,52,144,31,57,39
ZNF182,70,156,252,45,33,23,34,90,204,18,53,27
SPACA5,0,0,0,0,0,0,0,0,0,0,0,0
SPACA5B,0,0,0,0,0,0,0,0,0,0,0,0
ZNF630,9,11,7,2,13,2,10,22,35,12,11,5
SSX5,0,0,1,0,0,0,0,1,0,0,0,0
SSX1,1,0,1,0,0,0,0,0,0,0,0,0
SSX3,0,0,0,0,0,0,0,0,0,0,0,0
SSX4B,0,0,0,0,0,0,0,0,0,0,0,0
SSX4,0,0,0,0,0,0,0,0,0,0,0,0
SLC38A5,0,2,2,1,1152,1168,1510,2675,5868,1459,1484,649
FTSJ1,187,373,377,112,623,610,793,1425,3517,772,783,389
PORCN,38,67,25,13,415,451,487,1042,2672,653,737,309
EBP,340,583,699,193,570,538,609,1124,1861,502,296,111
TBC1D25,88,134,73,42,88,83,72,194,476,118,94,60
RBM3,1093,2175,2030,487,1663,1855,2452,4707,10550,2404,1785,1043
WDR13,229,394,239,129,249,299,359,617,1318,324,195,102
WAS,2,4,6,1,0,0,4,4,0,2,3,1
SUV39H1,145,254,196,81,100,81,73,119,290,76,56,35
GLOD5,0,0,0,0,0,0,0,0,0,0,0,0
GATA1,0,1,0,0,0,0,0,0,0,0,0,0
HDAC6,303,546,323,124,165,174,152,255,645,128,164,69
ERAS,0,0,2,0,0,0,0,0,4,0,0,2
PCSK1N,92,157,12,26,11,10,36,54,55,12,20,18
TIMM17B,200,436,63,37,140,142,174,299,571,142,144,60
PQBP1,192,380,545,121,224,247,300,587,955,239,205,99
SLC35A2,186,310,152,69,399,394,549,1032,1936,465,495,271
PIM2,68,136,82,34,39,52,62,138,252,45,73,30
OTUD5,359,740,654,121,342,344,306,613,1572,370,368,144
KCND1,21,27,34,8,9,11,9,18,76,9,17,7
GRIPAP1,266,547,610,102,174,161,230,468,761,207,185,90
TFE3,496,910,632,239,546,522,469,979,2826,629,508,253
CCDC120,38,71,13,10,241,204,193,433,916,215,222,93
PRAF2,105,266,119,46,185,215,156,295,511,133,144,53
WDR45,195,392,328,93,173,165,242,479,1066,238,154,98
GPKOW,191,319,454,91,109,113,119,229,588,158,148,56
MAGIX,5,12,4,2,8,14,19,36,59,5,8,4
PLP2,785,1802,1679,487,1160,1157,970,1683,4483,1219,737,388
PRICKLE3,74,163,85,33,168,142,174,334,666,122,141,78
SYP,20,41,13,4,0,0,2,0,5,1,2,1
CACNA1F,0,0,3,1,0,2,1,0,1,0,2,0
CCDC22,109,169,103,45,130,129,201,373,869,157,155,85
FOXP3,0,2,3,0,1,2,1,1,0,3,0,0
PPP1R3F,47,50,41,11,5,4,11,16,39,7,13,8
GAGE10,0,0,0,0,0,0,0,0,0,0,0,0
GAGE12J,0,0,0,0,0,0,0,0,0,1,0,0
GAGE13,0,0,0,0,0,0,0,0,0,0,0,0
GAGE8,0,0,0,0,0,0,0,0,0,0,0,0
GAGE2E,0,0,0,0,0,0,0,0,0,0,0,0
GAGE2D,0,0,0,0,0,0,0,0,0,0,0,0
GAGE2A,0,0,0,0,0,0,0,0,0,0,0,0
GAGE2C,0,0,0,0,0,0,0,0,0,0,0,0
GAGE4,0,0,0,0,0,0,0,0,0,0,0,0
GAGE5,0,0,0,0,0,0,0,0,0,0,0,0
GAGE12I,0,0,0,0,0,0,0,0,0,0,0,0
GAGE7,0,0,0,0,0,0,0,0,0,0,0,0
GAGE12F,0,0,0,0,0,0,0,0,0,0,0,0
GAGE2B,0,0,0,0,0,0,0,0,0,0,0,0
GAGE12D,0,0,0,0,0,0,0,0,0,0,0,0
GAGE12E,0,0,0,0,0,0,0,0,0,0,0,0
GAGE12H,0,0,0,0,0,0,0,0,0,0,0,0
GAGE12C,0,0,0,0,0,0,0,0,0,0,0,0
GAGE12G,0,0,0,0,0,0,0,0,0,0,0,0
GAGE12B,0,0,0,0,0,0,0,0,0,0,0,0
GAGE6,0,0,0,0,0,0,0,0,0,0,0,0
GAGE1,0,0,0,0,0,0,0,0,0,0,0,0
PAGE1,0,0,0,0,0,0,0,0,0,0,0,0
PAGE4,0,0,0,0,0,0,1,0,0,0,0,0
USP27X,45,78,72,20,14,12,13,41,84,23,16,6
CLCN5,48,92,64,11,50,49,59,126,324,59,89,65
MIR532,0,0,0,0,0,0,0,0,0,0,0,0
MIR188,0,0,0,0,0,0,0,0,0,0,0,0
MIR500A,0,0,0,0,0,0,0,0,0,0,0,0
MIR362,0,0,0,0,0,0,0,0,0,0,0,0
MIR501,0,0,0,0,0,0,0,0,0,0,0,0
